symbol|date|dividends
TRTX-PC|2021-12-31|0.8507
TRTX-PC|2022-12-31|1.5624
TRTX-PC|2023-12-31|1.5624
TRTX-PC|2024-12-31|1.5624
TIPLX|2017-12-31|1.166
TIPLX|2018-12-31|1.582
TIPLX|2019-12-31|1.593
TIPLX|2020-12-31|1.557
TIPLX|2021-12-31|1.645
TIPLX|2022-12-31|2.397
TIPLX|2023-12-31|1.667
TIPLX|2024-12-31|1.419
SKLTF|2014-12-31|0.2342101899999999
SKLTF|2015-12-31|0.32677913
SKLTF|2016-12-31|0.36308808
SKLTF|2017-12-31|0.34221058
SKLTF|2018-12-31|0.15249714
SKLTF|2019-12-31|0.0
SKLTF|2020-12-31|0.08260262
SKLTF|2021-12-31|0.25416192
SKLTF|2022-12-31|0.2795781
SKLTF|2023-12-31|0.29864024
SKLTF|2024-12-31|0.222391666
HPP-PC|2022-12-31|1.335938
HPP-PC|2023-12-31|1.1875
HPP-PC|2024-12-31|1.1875
JXN-PA|2023-12-31|1.59444
JXN-PA|2024-12-31|2.0
ASCIX|2017-12-31|0.002
ASCIX|2018-12-31|2.075
ASCIX|2019-12-31|1.663
ASCIX|2020-12-31|1.982
ASCIX|2021-12-31|3.11
ASCIX|2022-12-31|1.492
ASCIX|2023-12-31|1.738
ASCIX|2024-12-31|1.845
ASCIX|2025-12-31|0.132
UCB-PI|2020-12-31|0.883247
UCB-PI|2021-12-31|1.718752
UCB-PI|2022-12-31|1.718752
UCB-PI|2023-12-31|1.718752
UCB-PI|2024-12-31|1.718752
OUTFF|2017-12-31|0.108
OUTFF|2018-12-31|0.308
OUTFF|2019-12-31|0.0
OUTFF|2020-12-31|0.0
OUTFF|2021-12-31|0.0
OUTFF|2022-12-31|0.166
OUTFF|2023-12-31|0.382
OUTFF|2024-12-31|0.282
RZC|2023-12-31|1.78
RZC|2024-12-31|1.78
AUB-PA|2020-12-31|0.8200000000000001
AUB-PA|2021-12-31|1.72
AUB-PA|2022-12-31|1.72
AUB-PA|2023-12-31|1.72
AUB-PA|2024-12-31|1.72
AUB-PA|2025-12-31|0.43
HDLB|2019-12-31|0.259
HDLB|2020-12-31|1.858
HDLB|2021-12-31|1.371
HDLB|2022-12-31|1.674
HDLB|2023-12-31|1.431
HDLB|2024-12-31|1.347
HDLB|2025-12-31|0.11
MVRL|2020-12-31|2.264
MVRL|2021-12-31|5.636
MVRL|2022-12-31|5.288
MVRL|2023-12-31|3.654
MVRL|2024-12-31|3.055
MVRL|2025-12-31|0.086
MLPR|2021-12-31|3.396
MLPR|2022-12-31|4.157
MLPR|2023-12-31|5.048
MLPR|2024-12-31|5.696
MLPR|2025-12-31|1.497
MLPB|2016-12-31|1.876
MLPB|2017-12-31|1.68
MLPB|2018-12-31|1.604
MLPB|2019-12-31|1.553
MLPB|2020-12-31|1.415
MLPB|2021-12-31|1.0750000000000002
MLPB|2022-12-31|1.125
MLPB|2023-12-31|1.363
MLPB|2024-12-31|1.498
MLPB|2025-12-31|0.39
PFFL|2018-12-31|0.442
PFFL|2019-12-31|2.84
PFFL|2020-12-31|1.892
PFFL|2021-12-31|1.68
PFFL|2022-12-31|1.449
PFFL|2023-12-31|1.358
PFFL|2024-12-31|1.259
PFFL|2025-12-31|0.1
SMHB|2018-12-31|0.17
SMHB|2019-12-31|3.484
SMHB|2020-12-31|1.372
SMHB|2021-12-31|1.481
SMHB|2022-12-31|1.577
SMHB|2023-12-31|1.131
SMHB|2024-12-31|1.134
SMHB|2025-12-31|0.086
CEFD|2020-12-31|1.5699999999999998
CEFD|2021-12-31|3.313
CEFD|2022-12-31|3.299
CEFD|2023-12-31|2.762
CEFD|2024-12-31|2.722
CEFD|2025-12-31|0.3
BDCZ|2016-12-31|1.798
BDCZ|2017-12-31|1.825
BDCZ|2018-12-31|1.711
BDCZ|2019-12-31|1.714
BDCZ|2020-12-31|1.624
BDCZ|2021-12-31|1.502
BDCZ|2022-12-31|1.571
BDCZ|2023-12-31|1.732
BDCZ|2024-12-31|1.796
BDCZ|2025-12-31|0.323
BDCX|2020-12-31|1.881
BDCX|2021-12-31|4.617
BDCX|2022-12-31|4.968999999999999
BDCX|2023-12-31|4.816
BDCX|2024-12-31|4.963
BDCX|2025-12-31|0.898
AMUB|2016-12-31|1.316
AMUB|2017-12-31|1.212
AMUB|2018-12-31|1.185
AMUB|2019-12-31|1.147
AMUB|2020-12-31|0.954
AMUB|2021-12-31|0.8240000000000001
AMUB|2022-12-31|0.87
AMUB|2023-12-31|1.0470000000000002
AMUB|2024-12-31|1.115
SSRGF|2023-12-31|0.154655612
OTRKP|2020-12-31|0.633333
OTRKP|2021-12-31|2.375
OTRKP|2022-12-31|0.59375
GLADZ|2023-12-31|0.56
GLADZ|2024-12-31|1.936
TEN-PF|2018-12-31|0.80486
TEN-PF|2019-12-31|2.375
TEN-PF|2020-12-31|2.375
TEN-PF|2021-12-31|2.375
TEN-PF|2022-12-31|2.375
TEN-PF|2023-12-31|2.375
TEN-PF|2024-12-31|2.375
TEN-PF|2025-12-31|0.59375
TEN-PE|2017-12-31|1.4967
TEN-PE|2018-12-31|2.3125
TEN-PE|2019-12-31|2.3125
TEN-PE|2020-12-31|2.3125
TEN-PE|2021-12-31|1.734375
TEN-PE|2022-12-31|1.734375
TEN-PE|2023-12-31|2.3125
TEN-PE|2024-12-31|2.3125
ARES-PB|2024-12-31|0.759375
DLR-PL|2019-12-31|0.2925
DLR-PL|2020-12-31|1.3
DLR-PL|2021-12-31|1.3
DLR-PL|2022-12-31|1.3
DLR-PL|2023-12-31|1.3
DLR-PL|2024-12-31|1.3
DESLF|2018-12-31|0.15106337
DESLF|2019-12-31|0.17076728
DESLF|2020-12-31|236541.61
DESLF|2021-12-31|0.0
DESLF|2022-12-31|0.16419931
DESLF|2023-12-31|0.2627189
DESLF|2024-12-31|0.31526268
SAJ|2023-12-31|2.189
SAJ|2024-12-31|2.0
SAZ|2023-12-31|1.339
SAZ|2024-12-31|2.124
BIP-PB|2021-12-31|1.125
BIP-PB|2022-12-31|1.25
BIP-PB|2023-12-31|1.25
BIP-PB|2024-12-31|1.25
BIP-PA|2020-12-31|0.29896
BIP-PA|2021-12-31|1.259873
BIP-PA|2022-12-31|1.2812
BIP-PA|2023-12-31|1.281239
BIP-PA|2024-12-31|1.281252
BIPI|2024-12-31|0.32
BIPH|2021-12-31|0.754
BIPH|2022-12-31|1.248
BIPH|2023-12-31|1.252
BIPH|2024-12-31|1.252
BIPJ|2024-12-31|1.057
SAY|2023-12-31|1.964
SAY|2024-12-31|2.032
SAT|2023-12-31|1.5
SAT|2024-12-31|1.513
GFSAY|2009-12-31|12.322745
GFSAY|2010-12-31|17.26621
GFSAY|2011-12-31|27.694595
GFSAY|2012-12-31|0.0
GFSAY|2013-12-31|31.51086
GFSAY|2014-12-31|5.64619
GFSAY|2015-12-31|0.0
GFSAY|2016-12-31|3.510955
GFSAY|2017-12-31|74.53905
GFSAY|2018-12-31|5.471325
GFSAY|2019-12-31|1.235403
GFSAY|2020-12-31|1.198071
GFSAY|2021-12-31|0.07074
GFSAY|2022-12-31|0.032078
GFSAY|2023-12-31|0.014125
GFSAY|2024-12-31|0.021362
ARR-PC|2020-12-31|1.6041299999999998
ARR-PC|2021-12-31|1.7499599999999995
ARR-PC|2022-12-31|1.89579
ARR-PC|2023-12-31|1.7499599999999995
ARR-PC|2024-12-31|1.7499599999999995
ARR-PC|2025-12-31|0.29166
PRS|2018-12-31|0.359
PRS|2019-12-31|1.408
PRS|2020-12-31|1.408
PRS|2021-12-31|1.408
PRS|2022-12-31|1.408
PRS|2023-12-31|1.408
PRS|2024-12-31|1.408
PRS|2025-12-31|0.352
PRH|2022-12-31|0.43
PRH|2023-12-31|1.116
PRH|2024-12-31|1.488
PFH|2020-12-31|0.286
PFH|2021-12-31|1.032
PFH|2022-12-31|1.026
PFH|2023-12-31|0.774
PFH|2024-12-31|1.032
GDV-PK|2022-12-31|0.53125
GDV-PK|2023-12-31|1.0625
GDV-PK|2024-12-31|1.0625
QRTEP|2020-12-31|2.016
QRTEP|2021-12-31|8.0
QRTEP|2022-12-31|8.0
QRTEP|2023-12-31|8.0
QRTEP|2024-12-31|8.0
GLP-PB|2021-12-31|1.524
GLP-PB|2022-12-31|2.375
GLP-PB|2023-12-31|2.375
GLP-PB|2024-12-31|2.375
GLP-PB|2025-12-31|0.59375
SICLQ|2021-12-31|0.377
SICLQ|2022-12-31|1.344
HPE-PC|2024-12-31|0.826042
HPE-PC|2025-12-31|0.953125
ECCW|2021-12-31|1.715
ECCW|2022-12-31|1.6829999999999998
ECCW|2023-12-31|1.688
ECCW|2024-12-31|1.688
ECCF|2024-12-31|1.6700000000000002
ECCF|2025-12-31|0.334
ECCV|2022-12-31|0.676
ECCV|2023-12-31|1.344
ECCV|2024-12-31|1.344
ECC-PD|2022-12-31|1.265625
ECC-PD|2023-12-31|1.828125
ECC-PD|2024-12-31|1.6875
ECC-PD|2025-12-31|0.28125
ECCC|2021-12-31|0.675
ECCC|2022-12-31|1.62
ECCC|2023-12-31|1.62
ECCC|2024-12-31|1.62
ECCC|2025-12-31|0.27
OZKAP|2022-12-31|1.1869999999999998
OZKAP|2023-12-31|1.156
OZKAP|2024-12-31|1.156
OZKAP|2025-12-31|0.289
INBKZ|2019-12-31|0.75
INBKZ|2020-12-31|1.5
INBKZ|2021-12-31|1.5
INBKZ|2022-12-31|1.5
INBKZ|2023-12-31|1.5
INBKZ|2024-12-31|1.925
RCIAX|2016-12-31|0.35
RCIAX|2017-12-31|0.72
RCIAX|2018-12-31|0.7
RCIAX|2019-12-31|0.825
RCIAX|2020-12-31|0.7
RCIAX|2021-12-31|0.7
RCIAX|2022-12-31|0.35
RCIAX|2023-12-31|0.7
RCIAX|2024-12-31|0.854
DHCNI|2012-12-31|0.395
DHCNI|2013-12-31|1.408
DHCNI|2014-12-31|1.408
DHCNI|2015-12-31|0.352
DHCNI|2016-12-31|1.408
DHCNI|2017-12-31|1.408
DHCNI|2018-12-31|1.408
DHCNI|2019-12-31|1.408
DHCNI|2020-12-31|1.408
DHCNI|2021-12-31|1.408
DHCNI|2022-12-31|1.408
DHCNI|2023-12-31|1.408
DHCNI|2024-12-31|1.408
DHCNI|2025-12-31|0.352
PSOIX|2014-12-31|0.218
PSOIX|2015-12-31|0.966
PSOIX|2016-12-31|1.259
PSOIX|2017-12-31|0.934
PSOIX|2018-12-31|0.978
PSOIX|2019-12-31|1.083
PSOIX|2020-12-31|1.066
PSOIX|2021-12-31|0.879
PSOIX|2022-12-31|0.589
PSOIX|2023-12-31|1.658
PSOIX|2024-12-31|1.546
CCLDP|2015-12-31|0.435
CCLDP|2016-12-31|2.748
CCLDP|2017-12-31|2.748
CCLDP|2018-12-31|2.748
CCLDP|2019-12-31|2.748
CCLDP|2020-12-31|2.748
CCLDP|2021-12-31|2.748
CCLDP|2022-12-31|2.748
CCLDP|2023-12-31|2.748
CCLDP|2024-12-31|0.0
CCLDP|2025-12-31|0.229
CCLDO|2022-12-31|1.984
CCLDO|2023-12-31|2.184
CCLDO|2024-12-31|0.0
CCLDO|2025-12-31|0.182
ATH-PE|2023-12-31|2.034375
ATH-PE|2024-12-31|1.9375
ATH-PD|2021-12-31|1.259377
ATH-PD|2022-12-31|1.218752
ATH-PD|2023-12-31|1.218752
ATH-PD|2024-12-31|1.218752
ATH-PC|2020-12-31|0.750001
ATH-PC|2021-12-31|1.593752
ATH-PC|2022-12-31|1.593752
ATH-PC|2023-12-31|1.593752
ATH-PC|2024-12-31|1.593752
ATH-PB|2019-12-31|0.394531
ATH-PB|2020-12-31|1.406252
ATH-PB|2021-12-31|1.406252
ATH-PB|2022-12-31|1.406252
ATH-PB|2023-12-31|1.406252
ATH-PB|2024-12-31|1.406252
ATHS|2024-12-31|0.453
BPYPO|2019-12-31|0.58
BPYPO|2020-12-31|1.99
BPYPO|2021-12-31|1.592
BPYPO|2022-12-31|1.592
BPYPO|2023-12-31|1.592
BPYPO|2024-12-31|1.194
BPYPN|2020-12-31|1.245
BPYPN|2021-12-31|1.436
BPYPN|2022-12-31|1.436
BPYPN|2023-12-31|1.436
BPYPN|2024-12-31|1.077
BPYPM|2021-12-31|0.664
BPYPM|2022-12-31|1.564
BPYPM|2023-12-31|1.564
BPYPM|2024-12-31|1.173
FUPPF|2020-12-31|1.0180521
FUPPF|2021-12-31|1.0390428
FUPPF|2022-12-31|1.0810244
FUPPF|2023-12-31|1.123006
FUPPF|2024-12-31|1.1649874
FBRT-PE|2021-12-31|0.46875
FBRT-PE|2022-12-31|1.875
FBRT-PE|2023-12-31|1.875
FBRT-PE|2024-12-31|1.875
CCIA|2023-12-31|0.182
CCIA|2024-12-31|2.184
CCIA|2025-12-31|0.182
MBINM|2022-12-31|0.539
MBINM|2023-12-31|2.064
MBINM|2024-12-31|2.064
MBINO|2019-12-31|0.554167
MBINO|2020-12-31|1.5
MBINO|2021-12-31|1.5
MBINO|2022-12-31|1.5
MBINO|2023-12-31|1.5
MBINO|2024-12-31|1.715
MBINN|2021-12-31|1.158
MBINN|2022-12-31|1.5
MBINN|2023-12-31|1.5
MBINN|2024-12-31|1.5
NSA-PB|2024-12-31|0.75
XILSX|2015-12-31|0.637
XILSX|2016-12-31|1.013
XILSX|2017-12-31|0.136
XILSX|2018-12-31|0.554
XILSX|2019-12-31|0.552
XILSX|2020-12-31|0.442
XILSX|2021-12-31|0.168
XILSX|2022-12-31|0.217
XILSX|2023-12-31|1.091
XILSX|2024-12-31|1.166
RILYZ|2021-12-31|0.306
RILYZ|2022-12-31|1.312
RILYZ|2023-12-31|1.312
RILYZ|2024-12-31|1.312
RILYZ|2025-12-31|0.328
RILYT|2021-12-31|1.148
RILYT|2022-12-31|1.5
RILYT|2023-12-31|1.5
RILYT|2024-12-31|1.5
RILYT|2025-12-31|0.375
RILYP|2019-12-31|0.115
RILYP|2020-12-31|1.72
RILYP|2021-12-31|1.72
RILYP|2022-12-31|1.72
RILYP|2023-12-31|1.72
RILYP|2024-12-31|1.72
ATLCZ|2024-12-31|2.222
ATLCP|2021-12-31|0.975
ATLCP|2022-12-31|1.907
ATLCP|2023-12-31|1.908
ATLCP|2024-12-31|1.908
ATLCL|2022-12-31|1.149
ATLCL|2023-12-31|1.532
ATLCL|2024-12-31|1.532
ATLCL|2025-12-31|0.383
RILYN|2019-12-31|0.172
RILYN|2020-12-31|1.624
RILYN|2021-12-31|1.624
RILYN|2022-12-31|1.624
RILYN|2023-12-31|1.624
RILYN|2024-12-31|1.624
RILYN|2025-12-31|0.406
RILYM|2020-12-31|1.141
RILYM|2021-12-31|1.592
RILYM|2022-12-31|1.592
RILYM|2023-12-31|1.592
RILYM|2024-12-31|1.592
RILYM|2025-12-31|0.398
RILYL|2020-12-31|0.292
RILYL|2021-12-31|1.844
RILYL|2022-12-31|1.844
RILYL|2023-12-31|1.844
RILYL|2024-12-31|1.844
RILYK|2021-12-31|0.8059999999999999
RILYK|2022-12-31|1.376
RILYK|2023-12-31|1.376
RILYK|2024-12-31|1.376
RILYK|2025-12-31|0.344
RILYG|2022-12-31|1.137
RILYG|2023-12-31|1.252
RILYG|2024-12-31|1.252
RILYG|2025-12-31|0.313
VODAF|2014-12-31|0.746
VODAF|2015-12-31|0.274
VODAF|2016-12-31|0.0
VODAF|2017-12-31|0.618
VODAF|2018-12-31|0.593
VODAF|2019-12-31|0.5720000000000001
VODAF|2020-12-31|0.507
VODAF|2021-12-31|0.552
VODAF|2022-12-31|0.47
VODAF|2023-12-31|0.3429999999999999
VODAF|2024-12-31|0.158
UUGWF|2013-12-31|0.217
UUGWF|2014-12-31|0.67
UUGWF|2015-12-31|0.653
UUGWF|2016-12-31|0.54
UUGWF|2017-12-31|0.505
UUGWF|2018-12-31|0.349
UUGWF|2019-12-31|0.186
UUGWF|2020-12-31|0.548
UUGWF|2021-12-31|0.595
UUGWF|2022-12-31|0.5389999999999999
UUGWF|2023-12-31|0.597
UUGWF|2024-12-31|0.422
FATBP|2020-12-31|0.7799999999999999
FATBP|2021-12-31|2.064
FATBP|2022-12-31|1.892
FATBP|2023-12-31|2.064
FATBP|2024-12-31|2.064
FATBP|2025-12-31|0.344
LANDO|2020-12-31|0.375
LANDO|2021-12-31|1.5
LANDO|2022-12-31|1.5
LANDO|2023-12-31|1.375
LANDO|2024-12-31|1.5
LANDO|2025-12-31|0.125
FSEN|2017-12-31|0.413294
FSEN|2018-12-31|0.500004
FSEN|2019-12-31|0.125001
FSEN|2020-12-31|0.0
FSEN|2021-12-31|0.06
FSEN|2022-12-31|0.09
FSEN|2023-12-31|0.1892
FSEN|2024-12-31|0.3373
FSEN|2025-12-31|0.0068
EP-PC|1998-12-31|1.867114
EP-PC|1999-12-31|2.3752
EP-PC|2000-12-31|2.3752
EP-PC|2001-12-31|2.3752
EP-PC|2002-12-31|2.3752
EP-PC|2003-12-31|2.3752
EP-PC|2004-12-31|2.3752
EP-PC|2005-12-31|2.3752
EP-PC|2006-12-31|2.3752
EP-PC|2007-12-31|2.3751
EP-PC|2008-12-31|2.375
EP-PC|2009-12-31|2.375
EP-PC|2010-12-31|2.375
EP-PC|2011-12-31|2.375
EP-PC|2012-12-31|2.375
EP-PC|2013-12-31|1.78125
NREF-PA|2020-12-31|0.53125
NREF-PA|2021-12-31|2.125
NREF-PA|2022-12-31|2.125
NREF-PA|2023-12-31|2.125
NREF-PA|2024-12-31|2.125
NREF-PA|2025-12-31|0.53125
SACC|2019-12-31|0.258
SACC|2020-12-31|1.72
SACC|2021-12-31|1.72
SACC|2022-12-31|1.72
SACC|2023-12-31|1.29
SACC|2024-12-31|1.724
SCCG|2022-12-31|0.706
SCCG|2023-12-31|2.0
SCCG|2024-12-31|2.0
SCCF|2022-12-31|1.133
SCCF|2023-12-31|1.335
SCCF|2024-12-31|1.78
SCCE|2022-12-31|0.8380000000000001
SCCE|2023-12-31|1.5
SCCE|2024-12-31|1.5
SCCD|2022-12-31|0.375
SCCD|2023-12-31|1.5
SCCD|2024-12-31|1.5
SCCC|2020-12-31|0.624
SCCC|2021-12-31|1.936
SCCC|2022-12-31|0.968
SCCC|2023-12-31|1.936
SCCC|2024-12-31|1.936
SACH-PA|2021-12-31|0.974175
SACH-PA|2022-12-31|1.9375
SACH-PA|2023-12-31|1.9375
SACH-PA|2024-12-31|1.9375
FROPX|2019-12-31|2.004
FROPX|2020-12-31|2.1790000000000003
FROPX|2021-12-31|2.133
FROPX|2022-12-31|1.989
FROPX|2023-12-31|2.742
FROPX|2024-12-31|2.78
FROPX|2025-12-31|0.44
PMFAX|2021-12-31|0.14
PMFAX|2022-12-31|0.096
PMFAX|2023-12-31|0.302
PMFAX|2024-12-31|0.368
PMFAX|2025-12-31|0.031
OCCIO|2021-12-31|1.037
OCCIO|2022-12-31|1.536
OCCIO|2023-12-31|1.536
OCCIO|2024-12-31|1.536
OCCIO|2025-12-31|0.128
OCCIN|2021-12-31|0.084
OCCIN|2022-12-31|1.308
OCCIN|2023-12-31|1.308
OCCIN|2024-12-31|1.308
OCCIN|2025-12-31|0.109
OCCIM|2024-12-31|0.487
OCCIM|2025-12-31|0.164
MNSBP|2020-12-31|0.552
MNSBP|2021-12-31|1.876
MNSBP|2022-12-31|1.876
MNSBP|2023-12-31|1.876
MNSBP|2024-12-31|1.876
XFLT-PA|2021-12-31|0.96595
XFLT-PA|2022-12-31|1.625
XFLT-PA|2023-12-31|1.625
XFLT-PA|2024-12-31|1.625
XFLT-PA|2025-12-31|0.40625
ALTG-PA|2021-12-31|2.13889
ALTG-PA|2022-12-31|2.5
ALTG-PA|2023-12-31|2.5
ALTG-PA|2024-12-31|2.5
ALTG-PA|2025-12-31|0.625
HROWM|2023-12-31|2.564
HROWM|2024-12-31|2.968
HROWM|2025-12-31|0.742
HROWL|2021-12-31|0.539
HROWL|2022-12-31|2.156
HROWL|2023-12-31|2.156
HROWL|2024-12-31|2.156
HROWL|2025-12-31|0.539
NXDT-PA|2021-12-31|0.668188
NXDT-PA|2022-12-31|0.6875
NXDT-PA|2023-12-31|1.375
NXDT-PA|2024-12-31|1.375
NWOEF|2024-12-31|0.06
TAX|2024-12-31|0.057
GNL-PB|2020-12-31|1.456164
GNL-PB|2021-12-31|1.718752
GNL-PB|2022-12-31|1.718752
GNL-PB|2023-12-31|1.718752
GNL-PB|2024-12-31|1.718752
GNL-PB|2025-12-31|0.429688
GNL-PD|2023-12-31|0.46875
GNL-PD|2024-12-31|1.875
GNL-PD|2025-12-31|0.46875
GNL-PE|2023-12-31|0.460938
GNL-PE|2024-12-31|1.843752
GNL-PE|2025-12-31|0.460938
SSSSL|2022-12-31|1.558
SSSSL|2023-12-31|1.5
SSSSL|2024-12-31|1.5
CPPTL|2023-12-31|1.069584
CPPTL|2024-12-31|1.40483
CPPTL|2025-12-31|0.405637
VFLEX|2017-12-31|0.108
VFLEX|2018-12-31|0.426
VFLEX|2019-12-31|0.746
VFLEX|2020-12-31|1.525
VFLEX|2021-12-31|1.576
VFLEX|2022-12-31|1.608
VFLEX|2023-12-31|1.986
VFLEX|2024-12-31|2.112
VFLEX|2025-12-31|0.159
ABLLL|2024-12-31|1.851
ABLLL|2025-12-31|0.617
HMLPF|2018-12-31|2.431
HMLPF|2019-12-31|1.094
HMLPF|2020-12-31|0.547
HMLPF|2021-12-31|0.0
HMLPF|2022-12-31|0.0
HMLPF|2023-12-31|1.641
HMLPF|2024-12-31|2.188
SYF-PB|2024-12-31|1.501042
SYF-PB|2025-12-31|0.515625
SYF-PA|2020-12-31|1.410158
SYF-PA|2021-12-31|1.406252
SYF-PA|2022-12-31|1.406252
SYF-PA|2023-12-31|1.406252
SYF-PA|2024-12-31|1.406252
SYF-PA|2025-12-31|0.351563
FTAIO|2020-12-31|2.1
FTAIO|2021-12-31|2.0
FTAIO|2022-12-31|2.0
FTAIO|2023-12-31|2.0
FTAIO|2024-12-31|1.5
FTAIN|2021-12-31|1.49
FTAIN|2022-12-31|2.064
FTAIN|2023-12-31|2.064
FTAIN|2024-12-31|2.064
FTAIM|2023-12-31|1.782
FTAIM|2024-12-31|2.376
NEWTG|2024-12-31|0.537
NEWTZ|2021-12-31|0.688
NEWTZ|2022-12-31|1.376
NEWTZ|2023-12-31|1.376
NEWTZ|2024-12-31|1.376
NEWTZ|2025-12-31|0.344
PRIF-PI|2021-12-31|0.43811
PRIF-PI|2022-12-31|1.53124
PRIF-PI|2023-12-31|1.53124
PRIF-PI|2024-12-31|1.53124
PRIF-PH|2021-12-31|0.6
PRIF-PH|2022-12-31|1.5
PRIF-PH|2023-12-31|1.5
PRIF-PH|2024-12-31|1.5
PRIF-PF|2020-12-31|1.40321
PRIF-PF|2021-12-31|1.65624
PRIF-PF|2022-12-31|1.65624
PRIF-PF|2023-12-31|1.65624
PRIF-PF|2024-12-31|1.65624
PRIF-PD|2019-12-31|0.875
PRIF-PD|2020-12-31|1.75
PRIF-PD|2021-12-31|1.3125
PRIF-PD|2022-12-31|1.75
PRIF-PD|2023-12-31|1.75
PRIF-PD|2024-12-31|1.75
PRIF-PL|2022-12-31|1.33255
PRIF-PL|2023-12-31|1.59376
PRIF-PL|2024-12-31|1.59376
PRIF-PK|2022-12-31|1.75486
PRIF-PK|2023-12-31|1.75
PRIF-PK|2024-12-31|1.75
PRIF-PJ|2021-12-31|0.5875
PRIF-PJ|2022-12-31|1.5
PRIF-PJ|2023-12-31|1.5
PRIF-PJ|2024-12-31|1.5
IHICF|2015-12-31|0.25
IHICF|2016-12-31|0.0
IHICF|2017-12-31|0.0
IHICF|2018-12-31|0.5509999999999999
IHICF|2019-12-31|0.278
IHICF|2020-12-31|0.371
IHICF|2021-12-31|0.269
IHICF|2022-12-31|0.6040000000000001
IHICF|2023-12-31|0.7110000000000001
IHICF|2024-12-31|0.6759999999999999
CGABL|2021-12-31|0.591
CGABL|2022-12-31|1.156
CGABL|2023-12-31|1.156
CGABL|2024-12-31|1.156
CICB|2024-12-31|0.458
CGBDL|2024-12-31|2.176
VCRRX|2018-12-31|0.66
VCRRX|2019-12-31|0.89
VCRRX|2020-12-31|0.785
VCRRX|2021-12-31|0.745
VCRRX|2022-12-31|0.76
VCRRX|2023-12-31|0.76
VCRRX|2024-12-31|0.76
METCL|2022-12-31|2.252
METCL|2023-12-31|2.252
METCL|2024-12-31|2.252
METCL|2025-12-31|0.563
METCB|2023-12-31|0.408402
METCB|2024-12-31|0.699649
GECCO|2021-12-31|0.771
GECCO|2022-12-31|1.468
GECCO|2023-12-31|1.468
GECCO|2024-12-31|1.468
GECCH|2024-12-31|0.576
GECCI|2024-12-31|1.499
TRTN-PE|2023-12-31|0.359375
TRTN-PE|2024-12-31|1.4375
TRTN-PD|2023-12-31|0.429688
TRTN-PD|2024-12-31|1.718752
TRTN-PC|2023-12-31|0.460938
TRTN-PC|2024-12-31|1.843752
TRTN-PB|2023-12-31|0.5
TRTN-PB|2024-12-31|2.0
ATGPF|2024-12-31|0.53945424
ATGAF|2020-12-31|0.56087373
ATGAF|2021-12-31|0.74783164
ATGAF|2022-12-31|0.74783164
ATGAF|2023-12-31|0.74783164
ATGAF|2024-12-31|0.82606165
PDSKX|2019-12-31|0.312
PDSKX|2020-12-31|0.6910000000000001
PDSKX|2021-12-31|0.779
PDSKX|2022-12-31|0.119
PDSKX|2023-12-31|0.527
PDSKX|2024-12-31|0.533
CCLFX|2020-12-31|0.394
CCLFX|2021-12-31|0.745
CCLFX|2022-12-31|0.388
CCLFX|2023-12-31|1.155
CCLFX|2024-12-31|1.197
EIOAX|2021-12-31|0.371
EIOAX|2022-12-31|0.155
EIOAX|2023-12-31|0.777
EIOAX|2024-12-31|1.29
OWSCX|2021-12-31|1.303
OWSCX|2022-12-31|0.3
OWSCX|2023-12-31|1.3
OWSCX|2024-12-31|1.6
CEDAX|2019-12-31|1.26
CEDAX|2020-12-31|0.68
CEDAX|2021-12-31|1.846
CEDAX|2022-12-31|2.231
CEDAX|2023-12-31|1.695
CEDAX|2024-12-31|2.377
XALCX|2021-12-31|6.07
XALCX|2022-12-31|3.5
XALCX|2023-12-31|10.38
XALCX|2024-12-31|13.85
LFT-PA|2021-12-31|1.367189
LFT-PA|2022-12-31|1.968752
LFT-PA|2023-12-31|1.968752
LFT-PA|2024-12-31|1.476564
LFT-PA|2025-12-31|0.492188
VIASP|2017-12-31|1.823
VIASP|2018-12-31|2.7350000000000003
VIASP|2019-12-31|2.188
VIASP|2020-12-31|2.188
VIASP|2021-12-31|2.188
VIASP|2022-12-31|2.257
VIASP|2023-12-31|2.977
VIASP|2024-12-31|2.998
YCBD-PA|2019-12-31|0.2001
YCBD-PA|2020-12-31|0.8004
YCBD-PA|2021-12-31|0.8671
YCBD-PA|2022-12-31|0.8671
YCBD-PA|2023-12-31|0.4669
FCRX|2021-12-31|0.747
FCRX|2022-12-31|1.252
FCRX|2023-12-31|0.626
FCRX|2024-12-31|0.626
BHFAO|2020-12-31|1.017
BHFAO|2021-12-31|1.688
BHFAO|2022-12-31|1.688
BHFAO|2023-12-31|1.688
BHFAO|2024-12-31|1.688
BHFAN|2021-12-31|1.475
BHFAN|2022-12-31|1.344
BHFAN|2023-12-31|1.344
BHFAN|2024-12-31|1.344
BHFAM|2022-12-31|1.262
BHFAM|2023-12-31|1.156
BHFAM|2024-12-31|1.156
NICHX|2018-12-31|0.468
NICHX|2019-12-31|1.586
NICHX|2020-12-31|1.604
NICHX|2021-12-31|1.6669999999999998
NICHX|2022-12-31|0.856
NICHX|2023-12-31|2.927
NICHX|2024-12-31|2.729
CRSLF|2014-12-31|0.10864151
CRSLF|2015-12-31|0.21166413
CRSLF|2016-12-31|0.23289301
CRSLF|2017-12-31|0.25100013
CRSLF|2018-12-31|0.27597472
CRSLF|2019-12-31|0.28409138
